URL,Name,Chip Image
https://www.techpowerup.com/cpu-specs/core-i7-4790.c1747,Intel Core i7-4790,https://tpucdn.com/cpu-specs/images/chips/1747-front.small.jpg
https://www.techpowerup.com/cpu-specs/ryzen-7-2700.c2013,AMD Ryzen 7 2700,https://tpucdn.com/cpu-specs/images/chips/2013-front.small.jpg
https://www.techpowerup.com/cpu-specs/ryzen-7-8700g.c3434,AMD Ryzen 7 8700G,https://tpucdn.com/cpu-specs/images/chips/3434-front.small.jpg
https://www.techpowerup.com/cpu-specs/ryzen-3-3100.c2298,AMD Ryzen 3 3100,https://tpucdn.com/cpu-specs/images/chips/2298-front.small.jpg
https://www.techpowerup.com/cpu-specs/xeon-e5-2696-v3.c2903,Intel Xeon E5-2696 v3,https://tpucdn.com/cpu-specs/images/chips/2903-front.small.jpg
https://www.techpowerup.com/cpu-specs/ryzen-3-1200.c1899,AMD Ryzen 3 1200,https://tpucdn.com/cpu-specs/images/chips/1899-front.small.jpg
https://www.techpowerup.com/cpu-specs/core-i5-10400f.c2270,Intel Core i5-10400F,https://tpucdn.com/cpu-specs/images/chips/2270-front.small.jpg
https://www.techpowerup.com/cpu-specs/core-i7-6700.c1827,Intel Core i7-6700,https://tpucdn.com/cpu-specs/images/chips/1827-front.small.jpg
https://www.techpowerup.com/cpu-specs/core-i5-6500.c1829,Intel Core i5-6500,https://tpucdn.com/cpu-specs/images/chips/1829-front.small.jpg
https://www.techpowerup.com/cpu-specs/core-i5-9400f.c2145,Intel Core i5-9400F,https://tpucdn.com/cpu-specs/images/chips/2145-front.small.jpg
https://www.techpowerup.com/cpu-specs/processor-n100.c3007,Intel Processor N100,https://tpucdn.com/cpu-specs/images/chips/3007-front.small.jpg
https://www.techpowerup.com/cpu-specs/core-i9-9900k.c2098,Intel Core i9-9900K,https://tpucdn.com/cpu-specs/images/chips/2098-front.small.jpg
https://www.techpowerup.com/cpu-specs/ryzen-5-3550h.c2139,AMD Ryzen 5 3550H,https://tpucdn.com/cpu-specs/images/connectivity/amd-mobile-fp5.jpg
https://www.techpowerup.com/cpu-specs/ryzen-5-5500x3d.c4194,AMD Ryzen 5 5500X3D,https://tpucdn.com/cpu-specs/images/connectivity/amd-am4.jpg
https://www.techpowerup.com/cpu-specs/ryzen-3-4300u.c2286,AMD Ryzen 3 4300U,https://tpucdn.com/cpu-specs/images/chips/2286-front.small.jpg
https://www.techpowerup.com/cpu-specs/athlon-3000g-fh.c2243,AMD Athlon 3000G (FH),https://tpucdn.com/cpu-specs/images/chips/2243-front.small.jpg
